Match-Name,Name,score
"Pacific, MO","Pacific, MO",100
"Tell, IN","Tell, IN",100
"Hillsborough, NC","Hillsborough, NC",100
"Forest, NC","Forest, NC",100
"Glenolden, PA","Glenolden, PA",100
"Fayetteville, TN","Fayetteville, TN",100
"Orland Hills, IL","Orland Hills, IL",100
"Archbald, PA","Archbald, PA",100
"Milltown, NJ","Milltown, NJ",100
"Enoch, UT","Enoch, UT",100
"Unionville, NC","Unionville, NC",100
"Ridley Park, PA","Ridley Park, PA",100
"Logan, OH","Logan, OH",100
"Keyport, NJ","Keyport, NJ",100
"Hudson Falls, NY","Hudson Falls, NY",100
"Mendota, IL","Mendota, IL",100
"Collinsville, OK","Collinsville, OK",100
"Grove, OK","Grove, OK",100
"Roosevelt, UT","Roosevelt, UT",100
"Ville Platte, LA","Ville Platte, LA",100
"Marianna, FL","Marianna, FL",100
"New London, WI","New London, WI",100
"Pinson, AL","Pinson, AL",100
"Sausalito, CA","Sausalito, CA",100
"Fort Myers Beach, FL","Fort Myers Beach, FL",100
"Souderton, PA","Souderton, PA",100
"Highland Heights, KY","Highland Heights, KY",100
"Cottage Grove, WI","Cottage Grove, WI",100
"Sullivan, MO","Sullivan, MO",100
"Mccordsville, IN","Mccordsville, IN",100
"Belen, NM","Belen, NM",100
"Lago Vista, TX","Lago Vista, TX",100
"Plain, UT","Plain, UT",100
"Lexington, VA","Lexington, VA",100
"North Bend, WA","North Bend, WA",100
"Scottsburg, IN","Scottsburg, IN",100
"Linwood, NJ","Linwood, NJ",100
"Batesville, MS","Batesville, MS",100
"Gulf Breeze, FL","Gulf Breeze, FL",100
"Belpre, OH","Belpre, OH",100
"Horseheads, NY","Horseheads, NY",100
"Burnet, TX","Burnet, TX",100
"Clover, SC","Clover, SC",100
"Canton, NY","Canton, NY",100
"Swarthmore, PA","Swarthmore, PA",100
"Harrah, OK","Harrah, OK",100
"Mulvane, KS","Mulvane, KS",100
"Wilmore, KY","Wilmore, KY",100
"Galax, VA","Galax, VA",100
"Prairie View, TX","Prairie View, TX",100
"Ishpeming, MI","Ishpeming, MI",100
"Opp, AL","Opp, AL",100
"Moraine, OH","Moraine, OH",100
"De Soto, KS","De Soto, KS",100
"Cold Spring, KY","Cold Spring, KY",100
"Cheverly, MD","Cheverly, MD",100
"Purcell, OK","Purcell, OK",100
"Washington, NJ","Washington, NJ",100
"Greenville, IL","Greenville, IL",100
"Kasson, MN","Kasson, MN",100
"Mount Vernon, IN","Mount Vernon, IN",100
"Wharton, NJ","Wharton, NJ",100
"Nitro, WV","Nitro, WV",100
"Brookings, OR","Brookings, OR",100
"Prospect Park, PA","Prospect Park, PA",100
"Avon, CO","Avon, CO",100
"North Riverside, IL","North Riverside, IL",100
"Ambler, PA","Ambler, PA",100
"Garrett, IN","Garrett, IN",100
"Hampstead, MD","Hampstead, MD",100
"Eudora, KS","Eudora, KS",100
"Pigeon Forge, TN","Pigeon Forge, TN",100
"Jordan, MN","Jordan, MN",100
"Bellefonte, PA","Bellefonte, PA",100
"Walkersville, MD","Walkersville, MD",100
"Rockford, MI","Rockford, MI",100
"Abilene, KS","Abilene, KS",100
"Dayton, MN","Dayton, MN",100
"Forest Hills, PA","Forest Hills, PA",100
"Vine Grove, KY","Vine Grove, KY",100
"Powell, WY","Powell, WY",100
"Litchfield Park, AZ","Litchfield Park, AZ",100
"Huntington Woods, MI","Huntington Woods, MI",100
"Prosser, WA","Prosser, WA",100
"Henderson, TN","Henderson, TN",100
"Stone Mountain, GA","Stone Mountain, GA",100
"Valley, ND","Valley, ND",100
"Johnsburg, IL","Johnsburg, IL",100
"Hampshire, IL","Hampshire, IL",100
"Pepper Pike, OH","Pepper Pike, OH",100
"Red Lion, PA","Red Lion, PA",100
"Estes Park, CO","Estes Park, CO",100
"Carolina Beach, NC","Carolina Beach, NC",100
"Woodland, WA","Woodland, WA",100
"De Soto, MO","De Soto, MO",100
"Rockaway, NJ","Rockaway, NJ",100
"Brunswick, MD","Brunswick, MD",100
"Iowa Park, TX","Iowa Park, TX",100
"Steilacoom, WA","Steilacoom, WA",100
"Cumming, GA","Cumming, GA",100
"Irvington, NY","Irvington, NY",100
"Hurricane, WV","Hurricane, WV",100
"Willis, TX","Willis, TX",100
"Winthrop Harbor, IL","Winthrop Harbor, IL",100
"Sturtevant, WI","Sturtevant, WI",100
"Litchfield, MN","Litchfield, MN",100
"Morrilton, AR","Morrilton, AR",100
"Norwich, NY","Norwich, NY",100
"Bondurant, IA","Bondurant, IA",100
"Tecumseh, OK","Tecumseh, OK",100
"Manorhaven, NY","Manorhaven, NY",100
"Cherry Hills, CO","Cherry Hills, CO",100
"Strasburg, VA","Strasburg, VA",100
"Cedarhurst, NY","Cedarhurst, NY",100
"North Syracuse, NY","North Syracuse, NY",100
"Normandy Park, WA","Normandy Park, WA",100
"Blackwell, OK","Blackwell, OK",100
"Montevallo, AL","Montevallo, AL",100
"Trinity, NC","Trinity, NC",100
"Ellettsville, IN","Ellettsville, IN",100
"Sunnyvale, TX","Sunnyvale, TX",100
"Church Hill, TN","Church Hill, TN",100
"Clifton Heights, PA","Clifton Heights, PA",100
"Batesville, IN","Batesville, IN",100
"Barrington, NJ","Barrington, NJ",100
"Walden, NY","Walden, NY",100
"Harrisville, UT","Harrisville, UT",100
"Torrington, WY","Torrington, WY",100
"Lincoln, AL","Lincoln, AL",100
"Macclenny, FL","Macclenny, FL",100
"Barnesville, GA","Barnesville, GA",100
"North Vernon, IN","North Vernon, IN",100
"Pratt, KS","Pratt, KS",100
"Plaquemine, LA","Plaquemine, LA",100
"Milford, MI","Milford, MI",100
"Lake, SC","Lake, SC",100
"Hardeeville, SC","Hardeeville, SC",100
"Carthage, TX","Carthage, TX",100
"Hillsboro, OH","Hillsboro, OH",100
"Keene, TX","Keene, TX",100
"Crockett, TX","Crockett, TX",100
"East Rochester, NY","East Rochester, NY",100
"Oakmont, PA","Oakmont, PA",100
"Bremen, GA","Bremen, GA",100
"Sealy, TX","Sealy, TX",100
"Talent, OR","Talent, OR",100
"Rossford, OH","Rossford, OH",100
"Rittman, OH","Rittman, OH",100
"West View, PA","West View, PA",100
"Lawrence, NY","Lawrence, NY",100
"North Caldwell, NJ","North Caldwell, NJ",100
"Woodfin, NC","Woodfin, NC",100
"Bedford, VA","Bedford, VA",100
"Bridgeport, TX","Bridgeport, TX",100
"Marvin, NC","Marvin, NC",100
"Martins Ferry, OH","Martins Ferry, OH",100
"Guadalupe, AZ","Guadalupe, AZ",100
"Catasauqua, PA","Catasauqua, PA",100
"Medina, MN","Medina, MN",100
"Eatonton, GA","Eatonton, GA",100
"Gridley, CA","Gridley, CA",100
"Fox Point, WI","Fox Point, WI",100
"Oneonta, AL","Oneonta, AL",100
"Folcroft, PA","Folcroft, PA",100
"Pleasantville, NY","Pleasantville, NY",100
"Gibsonville, NC","Gibsonville, NC",100
"Mont Belvieu, TX","Mont Belvieu, TX",100
"Quincy, WA","Quincy, WA",100
"Lake Dallas, TX","Lake Dallas, TX",100
"Berthoud, CO","Berthoud, CO",100
"Skiatook, OK","Skiatook, OK",100
"Lucas, TX","Lucas, TX",100
"Long Grove, IL","Long Grove, IL",100
"Hillside, IL","Hillside, IL",100
"Lake Geneva, WI","Lake Geneva, WI",100
"Jersey, TX","Jersey, TX",100
"Abingdon, VA","Abingdon, VA",100
"Caldwell, NJ","Caldwell, NJ",100
"Wyoming, MN","Wyoming, MN",100
"Shorewood, MN","Shorewood, MN",100
"Bridge, TX","Bridge, TX",100
"Southwest Ranches, FL","Southwest Ranches, FL",100
"Maryville, IL","Maryville, IL",100
"Clewiston, FL","Clewiston, FL",100
"Kronenwetter, WI","Kronenwetter, WI",100
"Brentwood, MO","Brentwood, MO",100
"Manhattan, IL","Manhattan, IL",100
"Middleton, ID","Middleton, ID",100
"Monument, CO","Monument, CO",100
"Senatobia, MS","Senatobia, MS",100
"Selah, WA","Selah, WA",100
"Brookhaven, PA","Brookhaven, PA",100
"Mascoutah, IL","Mascoutah, IL",100
"Richland Hills, TX","Richland Hills, TX",100
"Jefferson, WI","Jefferson, WI",100
"London, KY","London, KY",100
"Diamondhead, MS","Diamondhead, MS",100
"Newton, NJ","Newton, NJ",100
"Old Forge, PA","Old Forge, PA",100
"Bellevue, OH","Bellevue, OH",100
"Latrobe, PA","Latrobe, PA",100
"Wickenburg, AZ","Wickenburg, AZ",100
"Bloomfield, NM","Bloomfield, NM",100
"Carnegie, PA","Carnegie, PA",100
"Baldwinsville, NY","Baldwinsville, NY",100
"Ruidoso, NM","Ruidoso, NM",100
"Grand Ledge, MI","Grand Ledge, MI",100
"Dexter, MO","Dexter, MO",100
"Whitefish, MT","Whitefish, MT",100
"Marion, NC","Marion, NC",100
"Santa Clara, UT","Santa Clara, UT",100
"Raritan, NJ","Raritan, NJ",100
"Ripley, TN","Ripley, TN",100
"Los Fresnos, TX","Los Fresnos, TX",100
"Joshua, TX","Joshua, TX",100
"Flowery Branch, GA","Flowery Branch, GA",100
"Grove, PA","Grove, PA",100
"Brevard, NC","Brevard, NC",100
"Hitchcock, TX","Hitchcock, TX",100
"Grand Blanc, MI","Grand Blanc, MI",100
"Richfield, UT","Richfield, UT",100
"West Long Branch, NJ","West Long Branch, NJ",100
"Lampasas, TX","Lampasas, TX",100
"Minnetrista, MN","Minnetrista, MN",100
"Flushing, MI","Flushing, MI",100
"Camp Hill, PA","Camp Hill, PA",100
"Hampton, GA","Hampton, GA",100
"Lincolnshire, IL","Lincolnshire, IL",100
"Downingtown, PA","Downingtown, PA",100
"Monona, WI","Monona, WI",100
"Hillsdale, MI","Hillsdale, MI",100
"West Miami, FL","West Miami, FL",100
"Gering, NE","Gering, NE",100
"Humboldt, TN","Humboldt, TN",100
"Jefferson, TN","Jefferson, TN",100
"Arcadia, FL","Arcadia, FL",100
"Mount Joy, PA","Mount Joy, PA",100
"Siler, NC","Siler, NC",100
"New Prague, MN","New Prague, MN",100
"Trinidad, CO","Trinidad, CO",100
"Boonton, NJ","Boonton, NJ",100
"Northfield, NJ","Northfield, NJ",100
"Pismo Beach, CA","Pismo Beach, CA",100
"Briarcliff Manor, NY","Briarcliff Manor, NY",100
"Oak Hill, WV","Oak Hill, WV",100
"Kenilworth, NJ","Kenilworth, NJ",100
"Price, UT","Price, UT",100
"Pewaukee, WI","Pewaukee, WI",100
"Center Line, MI","Center Line, MI",100
"York, SC","York, SC",100
"Jerseyville, IL","Jerseyville, IL",100
"Fort Mitchell, KY","Fort Mitchell, KY",100
"Stayton, OR","Stayton, OR",100
"Johnstown, NY","Johnstown, NY",100
"Napoleon, OH","Napoleon, OH",100
"Nevada, MO","Nevada, MO",100
"Brockport, NY","Brockport, NY",100
"Bryan, OH","Bryan, OH",100
"Westbury, NY","Westbury, NY",100
"Milton, WA","Milton, WA",100
"West Dundee, IL","West Dundee, IL",100
"Oradell, NJ","Oradell, NJ",100
"Ephrata, WA","Ephrata, WA",100
"Mukwonago, WI","Mukwonago, WI",100
"Sutherlin, OR","Sutherlin, OR",100
"Duvall, WA","Duvall, WA",100
"Conshohocken, PA","Conshohocken, PA",100
"Rayne, LA","Rayne, LA",100
"Oak Island, NC","Oak Island, NC",100
"Bloomingdale, NJ","Bloomingdale, NJ",100
"Island Lake, IL","Island Lake, IL",100
"Bel Aire, KS","Bel Aire, KS",100
"Oak Brook, IL","Oak Brook, IL",100
"Pleasant Hills, PA","Pleasant Hills, PA",100
"Vinton, VA","Vinton, VA",100
"Bellevue, PA","Bellevue, PA",100
"Gilberts, IL","Gilberts, IL",100
"Maplewood, MO","Maplewood, MO",100
"Mount Rainier, MD","Mount Rainier, MD",100
"Piedmont, OK","Piedmont, OK",100
"Rolesville, NC","Rolesville, NC",100
"Crete, IL","Crete, IL",100
"Oakland, TN","Oakland, TN",100
"Aransas Pass, TX","Aransas Pass, TX",100
"Mammoth Lakes, CA","Mammoth Lakes, CA",100
"Beebe, AR","Beebe, AR",100
"Ludington, MI","Ludington, MI",100
"Rolling Hills Estates, CA","Rolling Hills Estates, CA",100
"Geneseo, NY","Geneseo, NY",100
"Black Mountain, NC","Black Mountain, NC",100
"Carl Junction, MO","Carl Junction, MO",100
"Eaton, OH","Eaton, OH",100
"Oak Grove, MO","Oak Grove, MO",100
"Ashland, VA","Ashland, VA",100
"Olivette, MO","Olivette, MO",100
"Corbin, KY","Corbin, KY",100
"Wilson, PA","Wilson, PA",100
"Inverness, FL","Inverness, FL",100
"Hiawatha, IA","Hiawatha, IA",100
"Dayton, TN","Dayton, TN",100
"Sanibel, FL","Sanibel, FL",100
"Ellwood, PA","Ellwood, PA",100
"Clarkston, WA","Clarkston, WA",100
"Wauseon, OH","Wauseon, OH",100
"Montpelier, VT","Montpelier, VT",100
"Windsor, WI","Windsor, WI",100
"Hatboro, PA","Hatboro, PA",100
"Inverness, IL","Inverness, IL",100
"Mount Horeb, WI","Mount Horeb, WI",100
"Villa Hills, KY","Villa Hills, KY",100
"Marengo, IL","Marengo, IL",100
"Aurora, MO","Aurora, MO",100
"Hubbard, OH","Hubbard, OH",100
"Rockton, IL","Rockton, IL",100
"Sequim, WA","Sequim, WA",100
"Scappoose, OR","Scappoose, OR",100
"Morrow, GA","Morrow, GA",100
"Ojai, CA","Ojai, CA",100
"White Oak, PA","White Oak, PA",100
"Lander, WY","Lander, WY",100
"Albertville, MN","Albertville, MN",100
"South Weber, UT","South Weber, UT",100
"Payette, ID","Payette, ID",100
"Fairlawn, OH","Fairlawn, OH",100
"Silvis, IL","Silvis, IL",100
"Haddon Heights, NJ","Haddon Heights, NJ",100
"Tyrone, GA","Tyrone, GA",100
"Oak Grove, KY","Oak Grove, KY",100
"Ponchatoula, LA","Ponchatoula, LA",100
"Palmer, AK","Palmer, AK",100
"Midland Park, NJ","Midland Park, NJ",100
"Lafayette, GA","Lafayette, GA",100
"Dunellen, NJ","Dunellen, NJ",100
"Williston Park, NY","Williston Park, NY",100
"Devils Lake, ND","Devils Lake, ND",100
"Winters, CA","Winters, CA",100
"Huron, CA","Huron, CA",100
"Ephraim, UT","Ephraim, UT",100
"Ralston, NE","Ralston, NE",100
"Neptune Beach, FL","Neptune Beach, FL",100
"Tolleson, AZ","Tolleson, AZ",100
"Northport, NY","Northport, NY",100
"New Cumberland, PA","New Cumberland, PA",100
"Washington, IA","Washington, IA",100
"Sandwich, IL","Sandwich, IL",100
"Valley Center, KS","Valley Center, KS",100
"Hastings, MI","Hastings, MI",100
"Connellsville, PA","Connellsville, PA",100
"Longboat Key, FL","Longboat Key, FL",100
"La Feria, TX","La Feria, TX",100
"Herkimer, NY","Herkimer, NY",100
"Hudsonville, MI","Hudsonville, MI",100
"Gypsum, CO","Gypsum, CO",100
"Mills River, NC","Mills River, NC",100
"Fort Bragg, CA","Fort Bragg, CA",100
"Aspen, CO","Aspen, CO",100
"Tuttle, OK","Tuttle, OK",100
"Charles, IA","Charles, IA",100
"Princeton, IL","Princeton, IL",100
"Hartsville, SC","Hartsville, SC",100
"Hughson, CA","Hughson, CA",100
"Wahpeton, ND","Wahpeton, ND",100
"Broadview, IL","Broadview, IL",100
"Colonie, NY","Colonie, NY",100
"River Oaks, TX","River Oaks, TX",100
"Fanwood, NJ","Fanwood, NJ",100
"Round Lake Park, IL","Round Lake Park, IL",100
"Aberdeen, NC","Aberdeen, NC",100
"Lexington, TN","Lexington, TN",100
"Gettysburg, PA","Gettysburg, PA",100
"Waite Park, MN","Waite Park, MN",100
"Bargersville, IN","Bargersville, IN",100
"Park, KS","Park, KS",100
"Ilion, NY","Ilion, NY",100
"Wellington, KS","Wellington, KS",100
"Pittston, PA","Pittston, PA",100
"Milliken, CO","Milliken, CO",100
"Union, SC","Union, SC",100
"Fort Scott, KS","Fort Scott, KS",100
"Sebastopol, CA","Sebastopol, CA",100
"Centerville, GA","Centerville, GA",100
"Kenai, AK","Kenai, AK",100
"Livingston, MT","Livingston, MT",100
"Woodland Park, CO","Woodland Park, CO",100
"Floresville, TX","Floresville, TX",100
"Bonner Springs, KS","Bonner Springs, KS",100
"Hood River, OR","Hood River, OR",100
"Wendell, NC","Wendell, NC",100
"Ripon, WI","Ripon, WI",100
"Butner, NC","Butner, NC",100
"Bernardsville, NJ","Bernardsville, NJ",100
"Monahans, TX","Monahans, TX",100
"Delafield, WI","Delafield, WI",100
"Auburn, GA","Auburn, GA",100
"Berlin, NJ","Berlin, NJ",100
"Fairfax, CA","Fairfax, CA",100
"Yreka, CA","Yreka, CA",100
"Page, AZ","Page, AZ",100
"Palmyra, PA","Palmyra, PA",100
"Clear Lake, IA","Clear Lake, IA",100
"Escalon, CA","Escalon, CA",100
"Providence, UT","Providence, UT",100
"Oakdale, LA","Oakdale, LA",100
"Hales Corners, WI","Hales Corners, WI",100
"Glen Ridge, NJ","Glen Ridge, NJ",100
"Cotati, CA","Cotati, CA",100
"Gonzales, TX","Gonzales, TX",100
"Guadalupe, CA","Guadalupe, CA",100
"South Beloit, IL","South Beloit, IL",100
"Seminole, TX","Seminole, TX",100
"Rhinelander, WI","Rhinelander, WI",100
"Chehalis, WA","Chehalis, WA",100
"Morehead, KY","Morehead, KY",100
"Milan, TN","Milan, TN",100
"Woodlake, CA","Woodlake, CA",100
"Emerson, NJ","Emerson, NJ",100
"Orland, CA","Orland, CA",100
"Butler, NJ","Butler, NJ",100
"Pulaski, TN","Pulaski, TN",100
"Scotia, NY","Scotia, NY",100
"Brighton, MI","Brighton, MI",100
"Cushing, OK","Cushing, OK",100
"Walker, LA","Walker, LA",100
"Douglas, WY","Douglas, WY",100
"Othello, WA","Othello, WA",100
"Munroe Falls, OH","Munroe Falls, OH",100
"Chisago, MN","Chisago, MN",100
"Grosse Pointe, MI","Grosse Pointe, MI",100
"Chardon, OH","Chardon, OH",100
"Hollywood, SC","Hollywood, SC",100
"Nelsonville, OH","Nelsonville, OH",100
"Sawmills, NC","Sawmills, NC",100
"Byron, GA","Byron, GA",100
"Tyrone, PA","Tyrone, PA",100
"Sultan, WA","Sultan, WA",100
"Valparaiso, FL","Valparaiso, FL",100
"Savannah, MO","Savannah, MO",100
"Spring Valley, IL","Spring Valley, IL",100
"Springfield, MI","Springfield, MI",100
"Genoa, IL","Genoa, IL",100
"Bisbee, AZ","Bisbee, AZ",100
"Eaton Rapids, MI","Eaton Rapids, MI",100
"Lafayette, TN","Lafayette, TN",100
"Elmsford, NY","Elmsford, NY",100
"Waynesville, MO","Waynesville, MO",100
"Labelle, FL","Labelle, FL",100
"Jeanerette, LA","Jeanerette, LA",100
"Dumfries, VA","Dumfries, VA",100
"Williamsville, NY","Williamsville, NY",100
"Bangor, PA","Bangor, PA",100
"Titusville, PA","Titusville, PA",100
"Bulverde, TX","Bulverde, TX",100
"Saranac Lake, NY","Saranac Lake, NY",100
"Poolesville, MD","Poolesville, MD",100
"Woodstock, VA","Woodstock, VA",100
"Birdsboro, PA","Birdsboro, PA",100
"Walkertown, NC","Walkertown, NC",100
"Utica, MI","Utica, MI",100
"Giddings, TX","Giddings, TX",100
"Hoopeston, IL","Hoopeston, IL",100
"Columbus, WI","Columbus, WI",100
"Lone Grove, OK","Lone Grove, OK",100
"Flagler Beach, FL","Flagler Beach, FL",100
"Jackson, GA","Jackson, GA",100
"Daleville, AL","Daleville, AL",100
"Bristol, WI","Bristol, WI",100
"North Fond Du Lac, WI","North Fond Du Lac, WI",100
"Mechanicville, NY","Mechanicville, NY",100
"Kutztown, PA","Kutztown, PA",100
"Holbrook, AZ","Holbrook, AZ",100
"Vinton, IA","Vinton, IA",100
"Perry, UT","Perry, UT",100
"Poplar Grove, IL","Poplar Grove, IL",100
"Schuylkill Haven, PA","Schuylkill Haven, PA",100
"Montevideo, MN","Montevideo, MN",100
"Obetz, OH","Obetz, OH",100
"Buellton, CA","Buellton, CA",100
"Collegeville, PA","Collegeville, PA",100
"South Pasadena, FL","South Pasadena, FL",100
"Dunlap, TN","Dunlap, TN",100
"Monee, IL","Monee, IL",100
"Livingston, TX","Livingston, TX",100
"Lake, MN","Lake, MN",100
"Gilmer, TX","Gilmer, TX",100
"Glencoe, AL","Glencoe, AL",100
"Creve Coeur, IL","Creve Coeur, IL",100
"Thatcher, AZ","Thatcher, AZ",100
"Diboll, TX","Diboll, TX",100
"Travelers Rest, SC","Travelers Rest, SC",100
"Angier, NC","Angier, NC",100
"Marksville, LA","Marksville, LA",100
"Manitou Springs, CO","Manitou Springs, CO",100
"Goshen, NY","Goshen, NY",100
"La Habra Heights, CA","La Habra Heights, CA",100
"Macon, MO","Macon, MO",100
"Central, SC","Central, SC",100
"Coal, IL","Coal, IL",100
"Greenville, PA","Greenville, PA",100
"Clarinda, IA","Clarinda, IA",100
"Davenport, FL","Davenport, FL",100
"Englewood Cliffs, NJ","Englewood Cliffs, NJ",100
"Fruitland, ID","Fruitland, ID",100
"Carlisle, OH","Carlisle, OH",100
"Frankenmuth, MI","Frankenmuth, MI",100
"Starke, FL","Starke, FL",100
"Edgewater, CO","Edgewater, CO",100
"Berlin, WI","Berlin, WI",100
"Northfield, IL","Northfield, IL",100
"Sayre, PA","Sayre, PA",100
"Wake, TX","Wake, TX",100
"Terrell Hills, TX","Terrell Hills, TX",100
"Pana, IL","Pana, IL",100
"Blaine, WA","Blaine, WA",100
"Jonesborough, TN","Jonesborough, TN",100
"Indian Wells, CA","Indian Wells, CA",100
"Cottleville, MO","Cottleville, MO",100
"Vail, CO","Vail, CO",100
"Rockwood, TN","Rockwood, TN",100
"Canal Fulton, OH","Canal Fulton, OH",100
"Palmerton, PA","Palmerton, PA",100
"Sunset, UT","Sunset, UT",100
"Semmes, AL","Semmes, AL",100
"Fruitland, MD","Fruitland, MD",100
"Midway, UT","Midway, UT",100
"Monticello, IN","Monticello, IN",100
"Aberdeen, MS","Aberdeen, MS",100
"Rothschild, WI","Rothschild, WI",100
"Highwood, IL","Highwood, IL",100
"Fox Chapel, PA","Fox Chapel, PA",100
"Ballston Spa, NY","Ballston Spa, NY",100
"Center, TX","Center, TX",100
"Williamsburg, KY","Williamsburg, KY",100
"Big Bear Lake, CA","Big Bear Lake, CA",100
"Eureka, IL","Eureka, IL",100
"Ward, AR","Ward, AR",100
"Wadesboro, NC","Wadesboro, NC",100
"North Oaks, MN","North Oaks, MN",100
"Whiteville, NC","Whiteville, NC",100
"Mocksville, NC","Mocksville, NC",100
"Mount Carmel, TN","Mount Carmel, TN",100
"Tillamook, OR","Tillamook, OR",100
"Iola, KS","Iola, KS",100
"Hightstown, NJ","Hightstown, NJ",100
"Glenwood, IA","Glenwood, IA",100
"Colby, KS","Colby, KS",100
"Winterset, IA","Winterset, IA",100
"Calistoga, CA","Calistoga, CA",100
"Peculiar, MO","Peculiar, MO",100
"Williams, CA","Williams, CA",100
"Lehighton, PA","Lehighton, PA",100
"Shillington, PA","Shillington, PA",100
"Erwin, NC","Erwin, NC",100
"Gretna, NE","Gretna, NE",100
"Covington, VA","Covington, VA",100
"Worland, WY","Worland, WY",100
"Flower Hill, NY","Flower Hill, NY",100
"Waynesboro, MS","Waynesboro, MS",100
"Benson, AZ","Benson, AZ",100
"Marseilles, IL","Marseilles, IL",100
"Denver, TX","Denver, TX",100
"Lake Barrington, IL","Lake Barrington, IL",100
"Telford, PA","Telford, PA",100
"Bluefield, VA","Bluefield, VA",100
"Normandy, MO","Normandy, MO",100
"Chisholm, MN","Chisholm, MN",100
"Shenandoah, IA","Shenandoah, IA",100
"Mayville, WI","Mayville, WI",100
"Mount Pleasant, TN","Mount Pleasant, TN",100
"Wauchula, FL","Wauchula, FL",100
"Dellwood, MO","Dellwood, MO",100
"Windsor Heights, IA","Windsor Heights, IA",100
"Eagar, AZ","Eagar, AZ",100
"Cicero, IN","Cicero, IN",100
"Jonesboro, GA","Jonesboro, GA",100
"Pleasant Garden, NC","Pleasant Garden, NC",100
"Vandergrift, PA","Vandergrift, PA",100
"Davison, MI","Davison, MI",100
"Mendham, NJ","Mendham, NJ",100
"Summit, WI","Summit, WI",100
"Oak Park Heights, MN","Oak Park Heights, MN",100
"Westlake, LA","Westlake, LA",100
"Becker, MN","Becker, MN",100
"Sergeant Bluff, IA","Sergeant Bluff, IA",100
"Wellington, OH","Wellington, OH",100
"Desloge, MO","Desloge, MO",100
"Forest Hills, TN","Forest Hills, TN",100
"Duryea, PA","Duryea, PA",100
"Porter, IN","Porter, IN",100
"Mathis, TX","Mathis, TX",100
"Smithville, TN","Smithville, TN",100
"West Milton, OH","West Milton, OH",100
"Whitehouse, OH","Whitehouse, OH",100
"Kanab, UT","Kanab, UT",100
"Parker, TX","Parker, TX",100
"Omak, WA","Omak, WA",100
"Polk, IA","Polk, IA",100
"Centreville, MD","Centreville, MD",100
"Dundee, FL","Dundee, FL",100
"Carthage, MS","Carthage, MS",100
"Nashville, GA","Nashville, GA",100
"Berlin, MD","Berlin, MD",100
"Colville, WA","Colville, WA",100
"Chittenango, NY","Chittenango, NY",100
"Olympia Fields, IL","Olympia Fields, IL",100
"Philomath, OR","Philomath, OR",100
"Hummelstown, PA","Hummelstown, PA",100
"Springhill, LA","Springhill, LA",100
"Stone Park, IL","Stone Park, IL",100
"New Haven, MI","New Haven, MI",100
"Clarks Summit, PA","Clarks Summit, PA",100
"Manchester, MD","Manchester, MD",100
"Green Tree, PA","Green Tree, PA",100
"Luray, VA","Luray, VA",100
"Manheim, PA","Manheim, PA",100
"Island Park, NY","Island Park, NY",100
"Watseka, IL","Watseka, IL",100
"Waterloo, NY","Waterloo, NY",100
"Adairsville, GA","Adairsville, GA",100
"Northvale, NJ","Northvale, NJ",100
"Allegan, MI","Allegan, MI",100
"Alexandria, IN","Alexandria, IN",100
"Wildwood, NJ","Wildwood, NJ",100
"La Crescent, MN","La Crescent, MN",100
"Lawrenceburg, IN","Lawrenceburg, IN",100
"Amelia, OH","Amelia, OH",100
"Polson, MT","Polson, MT",100
"Sulphur, OK","Sulphur, OK",100
"Saltillo, MS","Saltillo, MS",100
"Belleview, FL","Belleview, FL",100
"New Castle, CO","New Castle, CO",100
"Alva, OK","Alva, OK",100
"Milan, IL","Milan, IL",100
"Rainsville, AL","Rainsville, AL",100
"Crestwood, KY","Crestwood, KY",100
"Bridgeville, PA","Bridgeville, PA",100
"Muleshoe, TX","Muleshoe, TX",100
"Olyphant, PA","Olyphant, PA",100
"Sea Cliff, NY","Sea Cliff, NY",100
"Wapato, WA","Wapato, WA",100
"Orange, VA","Orange, VA",100
"Veneta, OR","Veneta, OR",100
"Chestertown, MD","Chestertown, MD",100
"West Salem, WI","West Salem, WI",100
"Kenneth, FL","Kenneth, FL",100
"Bowie, TX","Bowie, TX",100
"Johnstown, OH","Johnstown, OH",100
"White Hall, AR","White Hall, AR",100
"Berkeley, IL","Berkeley, IL",100
"South Barrington, IL","South Barrington, IL",100
"Primera, TX","Primera, TX",100
"Kingfisher, OK","Kingfisher, OK",100
"Lake Worth, TX","Lake Worth, TX",100
"Prospect, KY","Prospect, KY",100
"Winona Lake, IN","Winona Lake, IN",100
"Madisonville, TN","Madisonville, TN",100
"Demarest, NJ","Demarest, NJ",100
"Willits, CA","Willits, CA",100
"Penn Yan, NY","Penn Yan, NY",100
"Bolivar, TN","Bolivar, TN",100
"Buckley, WA","Buckley, WA",100
"Sparta, TN","Sparta, TN",100
"Medical Lake, WA","Medical Lake, WA",100
"Adel, IA","Adel, IA",100
"Swoyersville, PA","Swoyersville, PA",100
"Concordia, KS","Concordia, KS",100
"Circle Pines, MN","Circle Pines, MN",100
"Krum, TX","Krum, TX",100
"Glendive, MT","Glendive, MT",100
"Carver, MN","Carver, MN",100
"Union Grove, WI","Union Grove, WI",100
"Raeford, NC","Raeford, NC",100
"Sugarcreek, PA","Sugarcreek, PA",100
"Port Allen, LA","Port Allen, LA",100
"Platte, MO","Platte, MO",100
